_rid,predicted_score,description,country,price,variety,winery,title
42af476276ea3246,92,"Oaky toast and salty, firm acidity give this wine a flavor profile of lemon, apple and dried herb that's lengthy and full of complexity. Medium bodied, it finds balance between fruit flavors and a savory edge, remaining bright and rich on the palate.",US,52,Chardonnay,Pride Mountain,Pride Mountain 2015 Vintner Select Cuv茅e Chardonnay (Sonoma County)
39f0f0d1cd7c56fd,92,"Very rich aromatically in golden Santa Rosa plum, raisins and lemon chiffon, this new producer's Chardonnay has a touch of caramel popcorn and is delicately dense with a nice lift on the finish.",US,33,Chardonnay,Most Wanted Winery,Most Wanted Winery 2009 Indindoli Family Vineyard Chardonnay (Russian River Valley)
ed192ac3d9b75bfb,92,"Earthy sassafras and cola mark the aroma and flavor profile of this wine, made from multiple vineyards along the appellation's River Road. Juicy in red cherry, it lingers in fleshy acidity and shows a heady ripeness that overflows on the palate.",US,57,Pinot Noir,Roadhouse Winery,Roadhouse Winery 2014 Yellow Label Pinot Noir (Russian River Valley)
421864f3a5b161f3,89,"This 100% Cabernet is a blend of the winery's S.L.V. and Fay vineyards, and one of the most famous bottlings in Napa Valley. But the 2010 simply is not in the same league of past bottlings. It's pleasant with rich blackberry, cherry, cocoa and new oak flavors, all wrapped up with fine tannins. But it doesn't deliver that ""wow!"" factor, especially at this price, and it doesn't seem particularly ageworthy. Blame it on the erratic vintage. Drink now鈥?015.",US,225,Cabernet Sauvignon,Stag's Leap Wine Cellars,Stag's Leap Wine Cellars 2010 Cask 23 Cabernet Sauvignon (Napa Valley)
53d8f28f6641554c,87,"Partially barrel fermented and aged on the lees, this Chard has a creamy texture, and good flavors of pears, pineapples, figs and vanilla. Brisk acidity makes the finish clean and tart.",US,17,Chardonnay,Kunde,Kunde 2006 Chardonnay (Sonoma Valley)
0f136c0e8d359c0e,87,"Lemon curd and artificial butter show on the nose and palate, with underripe peach adding verve to a creamy body.",US,18,Chardonnay,Chatham,Chatham 2012 Church Creek Oak Chardonnay (Virginia's Eastern Shore)
7347016cd9d0f785,89,"Self-proclaimed to be the only Sagrantino in the Napa Valley (which is probably true), this wine displays varietal character in its smoky leather and its fruit characteristics trafficking in tart cranberry, orange and black cherry. It is light and subtle.",US,50,Sagrantino,Benessere,Benessere 2012 Estate Sagrantino (St. Helena)
a4407bcc5c283271,87,Vanilla and cinnamon notes show some oak influence in this medium-bodied well-made wine that has enough plum and red-cherry flavors to balance out a lightly tannic texture.,US,14,Cabernet Sauvignon,Plungerhead,Plungerhead 2015 Cabernet Sauvignon (Lodi)
ab4ce8fa265a5ab4,87,"With high alcohol, this blend of Zinfandel and Syrah has a hot, peppery mouthfeel. The flavors are of slightly burnt, pie-filling blackberries and cherries.",US,39,Red Blend,Midnight,Midnight 2005 Gemini Reserve Red (Paso Robles)
90880cf162b9e97b,87,"This very tannic wine is fierce and astringent at this time. It's almost old-fashioned in its puckery dryness. True, it has a deep core of ripe blackberry, cherry, currant, licorice and cola flavors that could emerge after sufficient aging, but it's not a certainty.",US,70,Cabernet Sauvignon,Petroni,Petroni 2005 Estate Grown Cabernet Sauvignon (Sonoma Valley)
64c9554e049438c9,87,"Unabashedly tropical on the nose and palate with gobs of ripe mango, guava and peach, this cheerful Chardonnay is fresh and juicy, with lemon-lime acidity and a surprisingly-elegant minerality on the finish. Drink now.",US,16,Chardonnay,Truro,Truro 2009 Unoaked Chardonnay (Southeastern New England)
e37009641d48d4a8,92,"Golden Delicious apple is the star in this wine, accented with a touch of honey. Despite the appearance of rocky minerality on the back of the palate, it exudes a robust, full-figured personality, lush and plush with a persistence of ginger on the finish.",US,36,Chardonnay,Davis Family,Davis Family 2014 Chardonnay (Russian River Valley)
f5c3c8e4dc23c484,92,"Cocoa, nutmeg and cinnamon aromas, generous and broad fruit flavors like blackberry jam and dried black cherries fill up this full-bodied wine. The silky texture is backed with fine tannins, and a lingering finish that echoes the fruit and chocolaty spices.",US,65,Syrah,Galatea Effect,Galatea Effect 2011 Conoscenti Syrah (California)
4562a62600a572d6,85,"Black cherry, mocha and pepper lead on this easy-drinking red from Chaddsford. On the palate, soft cherry fruit, cedar spice and chocolate give the wine a luscious edge. Pair with Mexican mole, spiced ribs or pasta.",US,19,Cabernet Sauvignon,Chaddsford,Chaddsford 2007 Cabernet Sauvignon (Pennsylvania)
38204cea48443334,91,"A hazelnut-infused dessert wine based upon Pinot Noir, it's raisined, slightly volatile and impressively nutty. It turns creamy in the mouth, with rich flavors of hazelnut, toffee plus a hint of dried leaves.",US,39,Pinot Noir,Treos,Treos NV Ternion Pinot Noir (Willamette Valley)
22bc171930876bb4,87,"Fleshy black plums accented with nuts, vanilla and popcorn scent this voluptuously textured red. It's ruddy and ripe, but tinged by a hint of green on the midpalate. Bright red-currant acidity and fine slightly tacky tannins frame the finish. Drink now through 2020.",US,27,Malbec-Merlot,Martha Clara,Martha Clara 2014 Malbec-Merlot (North Fork of Long Island)
ba79063d123454c3,91,"A Bordeaux blend of five grapes, this melds blackberry and black cherry fruit with plenty of toasty oak and ground coffee. It's a nice mix of fruit and barrel, dark and smoky, but not too heavy at 14.2% alcohol.",US,28,Bordeaux-style Red Blend,William Church,William Church 2007 Sur La Mer Red (Columbia Valley (WA))
cd348c7c5d99a425,85,"Simple and jammy, this Zin shows fruity flavors of raspberries, cherries and oranges. It's a little sugary sweet.",US,22,Zinfandel,Lava Cap,Lava Cap 2007 Spring House Zinfandel (El Dorado)
915fa1bb19b929f3,96,"An ultrarich Cabernet whose ripe fruit is as elaborate as you can get. Ditto for the soft, plush tannins and the wealth of fine, sweet oak. Despite the wealth of blackberry, currant, dark chocolate and cola flavors, it's not a wine to drink now, because the tannins and acids are so pert. Give it a good six years in the cellar.",US,235,Cabernet Sauvignon,Paul Hobbs,Paul Hobbs 2007 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Napa Valley)
1d1ec5e09357ed41,87,"Shows the nobility of structure of Cabs costing far more, with fine blackberry and black currant fruit and soft, dry tannins. A bit quick on the finish, but this is a good price for a wine of this class.",US,18,Cabernet Sauvignon,Cosentino,Cosentino 2007 The Cab Cabernet Sauvignon (California)
222af69f8dc61ae3,89,"The aromas on this wine are light and nuanced with notes of pear, butter and pineapple. It's full bodied in feel, clean in style showing good weight and viscosity while retaining a pleasing sense of lightness.",US,20,Chardonnay,Chateau Ste. Michelle,Chateau Ste. Michelle 2013 Mimi Chardonnay (Horse Heaven Hills)
41e361eefbdb22e5,84,"This is a dull, hugely tannic wine. It's hard to penetrate, with its robust use of dry oak and heat. The finish delivers a shot of gunpowder and graphite.",US,42,Cabernet Sauvignon,V. Sattui,V. Sattui 2012 Cabernet Sauvignon (Napa Valley)
9a8a36262c22a78c,92,"This is the first vintage for Upright鈥?00% Klipsun Vineyard and 100% varietal Merlot. Thick and syrupy, it's a full throttle wine, with deep flavors of berry, cherry and cassis. Red licorice lightly streaks through the back end, and the wine makes a smooth landing on a strip of Bourbon barrel notes.",US,39,Merlot,Efeste,Efeste 2010 Upright Klipsun Vineyard Merlot (Red Mountain)
6fed811df6374a7f,85,"The price is right, but the wine is ordinary. It's a modest little Pinot Noir, silky and dry, with suggestions of cherries, tangerine peel and cola.",US,14,Pinot Noir,Angeline,Angeline 2006 Pinot Noir (Russian River Valley)
e01183da304e8774,92,"This is a rich and powerful blend of 50% Zinfandel, 25% Syrah and 25% Petite Sirah. Quite dark and dense, it offers boisterous aromas of boysenberry and blackberry along with espresso, caramel and a bit of graphite. The palate is extremely juicy with vanilla, caramel and blackberry pie, a bit overwhelming but very hedonistic.",US,32,Red Blend,Arndt,Arndt 2014 Marteau Rouge Red (Paso Robles)
6b4eb19f336b2519,84,"The chief deficiency is unripeness. You'll find green, minty, tart notes of citrus fruits and gooseberries.",US,32,Sauvignon Blanc,Coquerel Family Wine Estates,Coquerel Family Wine Estates 2011 Terroir Sauvignon Blanc (Calistoga)
6b7501a3f8e207a3,91,"This is a solid Pinot, ripe in raspberries and cherries, with fine coastal acidity and firm tannins. It has a silky mouthfeel the way Pinot Noir should.",US,45,Pinot Noir,Jim Ball,Jim Ball 2009 Pinot Noir (Anderson Valley)
5e4485358a3b75bb,91,"This medium-bodied wine has a vivid, fresh raspberry aroma and deep blackberry flavors supported by firm tannins. It tastes like a cool-climate example because of the vivid fruit, layered tannins and good acidity, which make it well balanced in the style of classic dry reds.",US,22,Zinfandel,The Federalist,The Federalist 2013 Zinfandel (Lodi)
1a2bdda14d0af665,89,"Cut grass and cat pee aromas arise off of this appellation blend, with squeezed lime zest and dust also present on the nose. It's a textbook version of the grape, with more citrus peels and grassy elements on the palate, alit across a nicely weighted body.",US,18,Sauvignon Blanc,Martin Ranch,Martin Ranch 2013 J.D. Hurley Sauvignon Blanc (Central Coast)
4421a6056d9295c8,89,"Big and bold, this is classic coastal Petite Sirah. It's dark in color, robust in texture and massive in blackberry, cherry, currant, mocha and anise flavors that taste like they've been baked into a pie. Dry, crisp and balanced, it will be delicious with a charbroiled steak.",US,25,Petite Sirah,Stonehedge,Stonehedge 2004 Petite Sirah (Mendocino)
771170f6f85a4b9b,87,"This is divided relatively evenly among the components鈥?0% Grenache, 31% Syrah and 29% Mourv猫dre. A pretty plum shade, it's still showing youthful tart acidic flavors. Cranberry, strawberry, raspberry and a touch of apple are all here, with more of that tart astringency as it concludes. This should continue to improve through 2021.",US,25,G-S-M,Quady North,Quady North 2014 G-S-M (Rogue Valley)
6cab21d7cfc887ef,92,"The inaugural release of this wine, this hails largely from the esteemed Klipsun Vineyard. Alluring aromas of herb, earth, cherry liqueur and black fruit lead to sweet, sappy black-fruit flavors and burly but still well-integrated tannins. It's only going to get better with additional time in the bottle. Best after 2023.",US,75,Cabernet Sauvignon,Passing Time,Passing Time 2014 Cabernet Sauvignon (Red Mountain)
500b11116d9cbc54,91,"Blended with 10% Mourv猫dre and 5% Grenache, with the fruit coming from StoneTree and Stillwater Creek vineyards, this inaugural release offers brambly fruit, smoke, chocolate and peppery spices. It's full of rich, layered but still supple blue and black fruit flavors that linger on the finish, showing a deft mixture of power and restraint supported by a light grip of tannins.",US,32,Syrah,Damsel,Damsel 2012 Syrah (Columbia Valley (WA))
c675b1e76837c9b5,92,"A full 13-years-old on release, this wine is in perfect bloom, with tertiary aromas of leather, dried cherry, cocoa and vanilla. The cranberry and cherry flavors are tart and lithe, lingering on the finish. It still has life in front of it but is in a sweet spot.",US,48,Cabernet Sauvignon,Lawrelin,Lawrelin 2003 Cabernet Sauvignon (Columbia Valley (WA))
7b7bf10accedfa5a,92,"This is Sojourn's most successful 2010 Pinot Noir, because it's the ripest and most satisfying. It shows rich, tantalizing raspberry, cherry and cola flavors that are brightened by brisk acidity. It earns extra points for its complexity.",US,48,Pinot Noir,Sojourn,Sojourn 2010 Wohler Vineyard Pinot Noir (Russian River Valley)
11c349520d96fb09,92,"Abeja's Chardonnays are as certain to hit their target as a Kobe Bryant slam dunk, and the style remains consistent vintage after vintage. Spicy, nutty, based around stone fruits and melon, they do not shy away from the toasty flavors that derive from barrel fermentation in 40% new French oak. The underlying minerality and well-balanced acidity mark this as Washington fruit, most of it from the outstanding Conner Lee vineyard.",US,36,Chardonnay,Abeja,Abeja 2010 Chardonnay (Washington)
faed3fe5a0fe4d33,85,"A fruit bomb of a Cabernet that has a lot of the things we love about Zinfandel. It has a deep, saturated color, jammy aromas, very ripe cherry flavors laced with maple syrup and a seemingly sweet finish. Juicy and delicious on its own or with casual meals.",US,12,Cabernet Sauvignon,Ironstone,Ironstone 2012 Cabernet Sauvignon (California)
e4446422e06fe004,92,"This is a sultry, leathery and sinewy wine, dark in tannin and oak and a full-bodied ripeness of dense fruit that delves into savory Asian spice. Powerful, it combines a wealth of clones to good effect, aging for 17 months in new French oak, 83% of it new.",US,60,Pinot Noir,En Garde,En Garde 2013 Reserve Pinot Noir (Russian River Valley)
b2354e3d309a8082,92,"Marzipan, marshmallow, cotton candy, churned butter and pie crust show on the very buttery but fascinating nose of this bottling, made by a winery that likes lots of bottle age. Broad, hearty, ripe and delicious flavors of butter, meringue and vanilla are leveled by sour yellow apple touches and an intriguing chive and Maui onion element.",US,50,Chardonnay,Wedell Cellars,Wedell Cellars 2012 Sierra Madre Vineyard Chardonnay (Santa Maria Valley)
